NC;L1;202602;2.0TD;451611;20967;1263,08;3083,27;0;63,14;2000,37;35,21
NC;L1;202602;2.0TD;370346;0;13,97;0;0;0,8;7,49;0,1
NC;L2;202602;RL.2;480139;177943;1827,41;16909,26;0;101,14;3344,55;230,87
NC;L1;202602;2.0TD;200408;25952;2330,04;4612,7;0;151,47;4145,36;41,92
NC;L1;202602;2.0TD;051683;959;202,03;130,88;0;10,64;149,92;2,75
NC;L1;202602;2.0TD;120402;67998;4584,57;9340,35;0;205,99;6713,35;108,12
NC;L1;202602;2.0TD;070488;1574;148,94;213,38;0;5,72;133,39;3,44
NC;L1;202602;2.0TD;130646;1302;111,86;180,96;0;6,98;140,77;2,28
NC;L1;202602;2.0TD;330194;50198;6571,53;9946,58;0;408,29;13491,48;45,37
NC;L1;202602;2.0TD;241759;1145;121,74;185,58;0;8,28;234,95;1,09
NC;L2;202602;RL.1;460327;1000;26,87;81,68;0;3,33;28,43;1,2
NC;L2;202602;RL.1;480545;250305;2444,7;24319,11;0;276,38;4970,51;326,85
NC;L2;202602;RL.2;462508;45234;301,29;3118,87;0;16,11;768,61;39,76
NC;L1;202602;2.0TD;210412;53282;2928,53;7317,78;0;154,82;4799,77;81,74
NC;L1;202602;2.0TD;150721;3915;182,54;553,81;0;8,91;342,66;5,91
NC;L1;202602;2.0TD;170209;315;14,57;46,46;0;0,88;25,33;0,54
NC;L2;202602;RL.1;030909;682;9,06;36,6;0;0,82;13,66;0,48
NC;L1;202602;2.0TD;240877;52;42,73;11,93;0;2,32;35,73;0,28
NC;L2;202602;RL.1;330208;165248;2110,78;12974,27;0;255,19;3509,34;173,62
NC;L1;202602;2.0TD;200185;22793;1940,22;4154,64;0;118,86;4038,3;30,87
NC;L1;202602;2.0TD;130408;296;34,82;26,5;0;1,55;40,9;0,31
NC;L1;202602;2.0TD;280611;11641;864,51;1733,8;0;42,47;1235,5;20,44
NC;L1;202602;2.0TD;460155;4521;240,51;648,03;0;12,23;405,47;7,23
NC;L2;202602;RL.1;082303;283;13,59;20,56;0;1,18;9,05;0,38
NC;L1;202602;2.0TD;480890;6661;607,79;1243,14;0;38,08;1059,88;11,87
NC;L1;202602;2.0TD;290271;1498;75,1;194,39;0;4,46;130,02;2,1
NC;L2;202602;RL.2;280493;37034;307,94;2731,57;0;17,42;661,97;35,67
NC;L1;202602;2.0TD;250707;350;9,69;48,13;0;0,85;23,24;0,52
NC;L1;202602;2.0TD;242091;1350;178,6;193,16;0;11,35;256,27;1,73
NC;L2;202602;RL.1;230026;2819;85,13;224,67;0;8,72;77,66;3,49
NC;L2;202602;RL.1;480195;56749;725,17;5570,51;0;89,63;1208,49;76,29
NC;L1;202602;2.0TD;080983;773;19,96;97,02;0;0,67;42,32;1,12
NC;L1;202602;2.0TD;082009;26896;1369,32;3786,66;0;88,96;2150,13;45,08
NC;L1;202602;2.0TD;451954;2504;86,31;383,95;0;4,6;185,64;4,27
NC;L1;202602;2.0TD;320163;0;44,77;0;0;3,28;95,16;0000000000000-0,75
NC;L1;202602;2.0TD;242066;223;45,86;46,23;0;3,82;63,67;0,43
NC;L1;202602;2.0TD;310771;4251;473,68;700,7;0;28,01;746,13;6,45
NC;L1;202602;2.0TD;240397;1506;295,94;255,53;0;20,36;463,26;1,31
NC;L2;202602;RL.1;310689;6851;70,16;663,53;0;8,17;138,38;8,93
NC;L1;202602;2.0TD;310500;1511;196,04;294,56;0;11,69;339,79;2,27
NC;L2;202602;RL.2;341202;100857;814,33;7519,18;0;46,52;1826,43;97,58
NC;L1;202602;2.0TD;019015;5046;496,54;894,06;0;29,45;501,30;13,34
NC;L1;202602;2.0TD;390232;4924;437,92;792,87;0;24,9;522,62;10,62
NC;L1;202602;2.0TD;451091;1555;93,52;201,75;0;5,62;143,62;2,27
NC;L1;202602;2.0TD;500188;76;16,92;9,81;0;0,72;11,36;0,23
NC;L1;202602;2.0TD;120332;3409;282,99;450,9;0;10,59;328,61;6,08
NC;L2;202602;RL.1;030651;1556;63,96;113,07;0;6,66;50,44;1,9
NC;L2;202602;RL.1;099070;1259;32,69;89,03;0;3,64;33,91;1,32
NC;L1;202602;2.0TD;130586;1402;94,75;188,77;0;6,46;137,65;2,18
NC;L1;202602;2.0TD;461234;298;21,43;40,24;0;0,85;34,01;0,41
NC;L1;202602;2.0TD;281441;1384;122,69;214,82;0;7,1;193,89;2,16
NC;L1;202602;2.0TD;260619;914;142,34;143,11;0;8,96;193,96;1,36
NC;L2;202602;RL.2;390591;59636;496,35;5425,41;0;27,96;1058,59;72,96
NC;L1;202602;2.0TD;050245;90;61,7;14,21;0;3,07;37,19;0,58
NC;L1;202602;2.0TD;030475;12359;796,33;1843,65;0;36,2;855,47;26,76
NC;L1;202602;2.0TD;121362;108;20,98;22,53;0;0,96;33,75;0,15
NC;L1;202602;2.0TD;150354;1080;64,26;170,71;0;3,92;78,61;2,35
NC;L1;202602;2.0TD;270403;805;75,71;112,71;0;3,26;120,1;1,02
NC;L1;202602;2.0TD;360519;5701;408,3;789,5;0;22,18;629,22;8,53
NC;L1;202602;2.0TD;330501;3540;700,54;763,05;0;53,5;1383,91;1,17
NC;L2;202602;RL.1;200631;40969;351,17;4015,69;0;34,34;778,32;53,83
NC;L2;202602;RL.2;360577;21009;180,29;1499,08;0;9,09;373,69;19,58
NC;L1;202602;2.0TD;020539;1410;81,55;208,63;0;5,18;109,77;2,7
NC;L2;202602;RL.1;230050;1220;39,57;113,51;0;5,21;39,25;1,71
NC;L1;202602;2.0TD;020122;579;32,21;76,31;0;1,5;31,67;1,15
NC;L1;202602;2.0TD;310749;84;13,28;17;0;0,75;12,99;0,26
NC;L1;202602;2.0TD;489050;6329;608,95;1138,42;0;35,46;1110,04;9,55
NC;L1;202602;2.0TD;080641;445;78,95;74,7;0;4,15;65,98;1,31
